1	36260.6	140729			36260.6	15316.7	15818.9	15697.2			1	20	0.01	1	1			C=20	DL=0.01	k=1.0		36260.6	34360	35018.6	32560.5	22396.4		15316.7	14545	14951.5	9460.76	3703.41		15818.9	15163	14951.5	9460.76	3703.41		15697.2	15258	15989.4	10095.6	5520.55
1	15316.7	26250.6			34360	14545	15163	15258			2	20	0.01	1	10					1.2		34751	36136.9	32970.8	31603.8	21731.3		35021.1	36525.6	33390.6	28736.3	25516.7		32861.3	34948.9	33390.6	28736.3	25516.7		32597.1	34255.7	31637.9	28535.9	22721.2
1	15818.9	27062.4			35018.6	14951.5	16036.5	15989.4			3	20	0.01	1	100					1.4		34321.2	36153.3	34509.4	31385.9	23320.9		33920.1	34775.4	33334.5	31853.9	24853.5		32372.2	32985.3	33334.5	31853.9	24853.5		31766.5	34025.1	32296.3	30575	21607.8
1	15697.2	26875.9			32560.5	9460.76	9356.81	10095.6			4	20	0.01	1	1000					1.6		34954.7	33908	35620.7	30285.9	24172.8		34645.7	34630.1	34319.4	31185.9	19786.3		32242.9	31500.2	34319.4	31185.9	19786.3		32456.1	31341.1	31384.4	31304.3	21012.2
2	34360	139994			22396.4	3703.41	6334.96	5520.55			5	20	0.01	1	10000					1.8		35677.7	35061.9	33444.3	31680.5	21133.3		36436.7	35497.7	33796.7	31279.7	19859.6		32650.2	32797.6	33796.7	31279.7	19859.6		32747.5	32115.7	31261.6	29836.9	19846.9
2	14545	24938.6			34751	35021.1	32861.3	32597.1			6	20	0.01	1.2	1					2		29615.3	31066.2	32194	29646.7	21802.7		29921.3	31284.7	32468.5	29725.6	23833.9		27770.6	28661.9	32468.5	29725.6	23833.9		27938	29358.7	29049	28246.2	21062.1
2	15163	26004.2			36136.9	36525.6	34948.9	34255.7			7	20	0.01	1.2	10					3		29520	32485.7	26991.2	29109.1	21300.3		30259.1	33486.6	27902.6	29468.5	19558.9		27810.8	29746.9	27902.6	29468.5	19558.9		28021.7	29510.6	26548.7	27596.2	17858.2
2	15258	26155.7			32970.8	33390.6	30904.6	31637.9			8	20	0.01	1.2	100				DL=0.1	k=1.0		10685.1	10460.5	10302.2	9679.68	11900		3658.05	3507.92	2874.95	1809.96	2327.15		3894.45	3664.98	2874.95	1809.96	2327.15		3826.37	3613.24	3393.1	1586.13	2798.88
3	35018.6	140298			31603.8	28736.3	28057.6	28535.9			9	20	0.01	1.2	1000					1.2		9816.76	9637.75	9609.73	8999.22	12951.6		9651.14	9660.95	9463.45	8458.82	12161.3		9630.08	9551.42	9463.45	8458.82	12161.3		9512.61	9384.65	9273.36	8064.17	10502
3	14951.5	26163			21731.3	25516.7	25903.6	22721.2			10	20	0.01	1.2	10000					1.4		9803.61	9835.34	9234.17	8598.45	12930.1		9821.46	9777.67	9227.39	7594.13	10149		9490.79	9568.37	9227.39	7594.13	10149		9402.37	9453.19	9116.35	8199.07	11122.9
3	16036.5	27655.2			34321.2	33920.1	32372.2	31766.5			11	20	0.01	1.4	1					1.6		8749.69	8660.85	8721.24	7887.96	9671.22		8746.42	8314.49	8490.43	7943.11	10568.1		8628.76	8390.27	8490.43	7943.11	10568.1		8502.21	8460.85	8465.21	7806.67	9943.05
3	15989.4	27749.8			36153.3	34775.4	32985.3	34025.1			12	20	0.01	1.4	10					1.8		8841.81	9041.14	8575.04	7430	9897.54		8707.15	8916.9	8345.39	7613.87	9250.65		8790.23	8949.4	8345.39	7613.87	9250.65		8492.66	9100.65	8148.02	7450.99	9560.67
4	32560.5	138819			34509.4	33334.5	32055	32296.3			13	20	0.01	1.4	100					2		8568.28	9110.38	8861.05	7293.74	10821.3		8459.7	9037.43	8717.08	7459.45	9216.13		8267	8924.36	8717.08	7459.45	9216.13		8318.52	8875.47	8606.59	7192.16	9609.82
4	9460.76	15144.3			31385.9	31853.9	30212.5	30575			14	20	0.01	1.4	1000					3		7349.36	7793.71	7929.67	6794.96	9981.96		7564	7792.51	7835.56	6975.58	11196.6		7347.12	7379.94	7835.56	6975.58	11196.6		7144.39	7569.3	7789.16	6736.14	10200.6
4	9356.81	15661.6			23320.9	24853.5	23500.4	21607.8			15	20	0.01	1.4	10000				DL=0.3	k=1.0		8033.57	8876.79	8608.79	8717.15	9320.77		2134.56	2400.17	2001.51	1637.01	1630.95		2374.06	2393.95	2001.51	1637.01	1630.95		2394.66	2520.11	2238.38	1464.9	1491.94
